62	62	3500	3500	1
0	0	0	540	274	1	47	1	1	
0	274	0	540	548	1	47	1	1	
0	548	0	540	822	1	47	1	1	
0	822	0	540	1096	1	47	1	1	
0	1096	0	540	1370	1	47	1	1	
0	1370	0	540	1644	1	47	1	1	
0	1644	0	540	1918	1	47	1	1	
0	1918	0	540	2192	1	47	1	1	
0	2192	0	540	2466	1	47	1	1	
0	2466	0	540	2740	1	47	1	1	
0	2740	0	540	3014	1	47	1	1	
0	3014	0	540	3288	1	47	1	1	
0	3295	0	520	3500	1	7	2	2	
520	3295	0	1040	3500	1	7	2	2	
1040	3295	0	1560	3500	1	7	2	2	
1560	3295	0	2080	3500	1	7	2	2	
2080	3295	0	2600	3500	1	7	2	2	
2600	3295	0	3120	3500	1	7	2	2	
540	0	0	1095	659	1	15	3	3	
540	659	0	1095	1318	1	15	3	3	
540	1318	0	1095	1977	1	15	3	3	
540	1977	0	1095	2636	1	15	3	3	
540	2636	0	1095	3295	1	15	3	3	
1095	0	0	1650	659	1	15	3	3	
1095	659	0	1650	1318	1	15	3	3	
1095	1318	0	1650	1977	1	15	3	3	
1095	1977	0	1650	2636	1	15	3	3	
1095	2636	0	1650	3295	1	15	3	3	
1650	0	0	2205	659	1	15	3	3	
1650	659	0	2205	1318	1	15	3	3	
1650	1318	0	2205	1977	1	15	3	3	
1650	1977	0	2205	2636	1	15	3	3	
1650	2636	0	2205	3295	1	15	3	3	
2205	0	0	2760	659	1	15	3	3	
2205	659	0	2760	1318	1	15	3	3	
2205	1318	0	2760	1977	1	15	3	3	
2205	1977	0	2760	2636	1	15	3	3	
2205	2636	0	2760	3295	1	15	3	3	
2760	0	0	3315	659	1	15	3	3	
2760	659	0	3315	1318	1	15	3	3	
2760	1318	0	3315	1977	1	15	3	3	
2760	1977	0	3315	2636	1	15	3	3	
2760	2636	0	3315	3295	1	15	3	3	
3120	3300	0	3498	3500	1	1	4	4	
3315	0	0	3500	365	1	0	5	5	
3315	365	0	3500	730	1	0	5	5	
3315	730	0	3500	1095	1	0	5	5	
3315	1095	0	3500	1460	1	0	5	5	
3315	1460	0	3500	1825	1	0	5	5	
3315	1825	0	3500	2190	1	0	5	5	
3315	2190	0	3500	2555	1	0	5	5	
3315	2555	0	3500	2920	1	0	5	5	
3315	2920	0	3500	3285	1	0	5	5	
