32	32	3000	3000	1
0	0	0	148	425	1	3	1	1	
0	425	0	148	850	1	3	1	1	
0	850	0	148	1275	1	3	1	1	
0	1275	0	148	1700	1	3	1	1	
0	1700	0	148	2125	1	3	1	1	
0	2125	0	148	2550	1	3	1	1	
0	2550	0	148	2975	1	3	1	1	
148	0	0	526	200	1	1	2	2	
148	200	0	526	400	1	1	2	2	
148	400	0	526	600	1	1	2	2	
148	600	0	526	800	1	1	2	2	
148	800	0	526	1000	1	1	2	2	
148	1000	0	526	1200	1	1	2	2	
148	1200	0	526	1400	1	1	2	2	
148	1400	0	526	1600	1	1	2	2	
148	1600	0	526	1800	1	1	2	2	
148	1800	0	526	2000	1	1	2	2	
148	2000	0	526	2200	1	1	2	2	
148	2200	0	526	2400	1	1	2	2	
148	2400	0	526	2600	1	1	2	2	
148	2600	0	526	2800	1	1	2	2	
148	2800	0	526	3000	1	1	2	2	
526	0	0	904	200	1	1	2	2	
526	200	0	904	400	1	1	2	2	
526	400	0	904	600	1	1	2	2	
526	600	0	904	800	1	1	2	2	
526	800	0	904	1000	1	1	2	2	
526	1000	0	904	1200	1	1	2	2	
526	1200	0	904	1400	1	1	2	2	
526	1400	0	904	1600	1	1	2	2	
526	1600	0	904	1800	1	1	2	2	
526	1800	0	904	2000	1	1	2	2	
526	2000	0	904	2200	1	1	2	2	
526	2200	0	904	2400	1	1	2	2	
526	2400	0	904	2600	1	1	2	2	
526	2600	0	904	2800	1	1	2	2	
526	2800	0	904	3000	1	1	2	2	
904	0	0	1282	200	1	1	2	2	
904	200	0	1282	400	1	1	2	2	
904	400	0	1282	600	1	1	2	2	
904	600	0	1282	800	1	1	2	2	
904	800	0	1282	1000	1	1	2	2	
904	1000	0	1282	1200	1	1	2	2	
904	1200	0	1282	1400	1	1	2	2	
904	1400	0	1282	1600	1	1	2	2	
904	1600	0	1282	1800	1	1	2	2	
904	1800	0	1282	2000	1	1	2	2	
904	2000	0	1282	2200	1	1	2	2	
904	2200	0	1282	2400	1	1	2	2	
904	2400	0	1282	2600	1	1	2	2	
904	2600	0	1282	2800	1	1	2	2	
904	2800	0	1282	3000	1	1	2	2	
1282	0	0	1660	200	1	1	2	2	
1282	200	0	1660	400	1	1	2	2	
1282	400	0	1660	600	1	1	2	2	
1282	600	0	1660	800	1	1	2	2	
1282	800	0	1660	1000	1	1	2	2	
1282	1000	0	1660	1200	1	1	2	2	
1282	1200	0	1660	1400	1	1	2	2	
1282	1400	0	1660	1600	1	1	2	2	
1282	1600	0	1660	1800	1	1	2	2	
1282	1800	0	1660	2000	1	1	2	2	
1282	2000	0	1660	2200	1	1	2	2	
1282	2200	0	1660	2400	1	1	2	2	
1282	2400	0	1660	2600	1	1	2	2	
1282	2600	0	1660	2800	1	1	2	2	
1282	2800	0	1660	3000	1	1	2	2	
1660	0	0	2038	200	1	1	2	2	
1660	200	0	2038	400	1	1	2	2	
1660	400	0	2038	600	1	1	2	2	
1660	600	0	2038	800	1	1	2	2	
1660	800	0	2038	1000	1	1	2	2	
1660	1000	0	2038	1200	1	1	2	2	
1660	1200	0	2038	1400	1	1	2	2	
1660	1400	0	2038	1600	1	1	2	2	
1660	1600	0	2038	1800	1	1	2	2	
1660	1800	0	2038	2000	1	1	2	2	
1660	2000	0	2038	2200	1	1	2	2	
1660	2200	0	2038	2400	1	1	2	2	
1660	2400	0	2038	2600	1	1	2	2	
1660	2600	0	2038	2800	1	1	2	2	
1660	2800	0	2038	3000	1	1	2	2	
2038	0	0	2416	200	1	1	2	2	
2038	200	0	2416	400	1	1	2	2	
2038	400	0	2416	600	1	1	2	2	
2038	600	0	2416	800	1	1	2	2	
2038	800	0	2416	1000	1	1	2	2	
2038	1000	0	2416	1200	1	1	2	2	
2038	1200	0	2416	1400	1	1	2	2	
2038	1400	0	2416	1600	1	1	2	2	
2038	1600	0	2416	1800	1	1	2	2	
2038	1800	0	2416	2000	1	1	2	2	
2038	2000	0	2416	2200	1	1	2	2	
2038	2200	0	2416	2400	1	1	2	2	
2038	2400	0	2416	2600	1	1	2	2	
2038	2600	0	2416	2800	1	1	2	2	
2038	2800	0	2416	3000	1	1	2	2	
2416	0	0	2794	200	1	1	2	2	
2416	200	0	2794	400	1	1	2	2	
2416	400	0	2794	600	1	1	2	2	
2416	600	0	2794	800	1	1	2	2	
2416	800	0	2794	1000	1	1	2	2	
2416	1000	0	2794	1200	1	1	2	2	
2416	1200	0	2794	1400	1	1	2	2	
2416	1400	0	2794	1600	1	1	2	2	
2416	1600	0	2794	1800	1	1	2	2	
2416	1800	0	2794	2000	1	1	2	2	
2416	2000	0	2794	2200	1	1	2	2	
2416	2200	0	2794	2400	1	1	2	2	
2416	2400	0	2794	2600	1	1	2	2	
2416	2600	0	2794	2800	1	1	2	2	
2416	2800	0	2794	3000	1	1	2	2	
2794	0	0	2999	520	1	7	3	3	
2794	520	0	2999	1040	1	7	3	3	
2794	1040	0	2999	1560	1	7	3	3	
2794	1560	0	2999	2080	1	7	3	3	
2794	2080	0	2999	2600	1	7	3	3	
2794	2622	0	2994	3000	1	1	4	4	
