82	82	3500	3500	1
0	0	0	520	350	1	8	1	1	
0	350	0	520	700	1	8	1	1	
0	700	0	520	1050	1	8	1	1	
0	1050	0	520	1400	1	8	1	1	
0	1400	0	520	1750	1	8	1	1	
0	1750	0	520	2100	1	8	1	1	
0	2100	0	520	2450	1	8	1	1	
0	2450	0	520	2800	1	8	1	1	
0	2800	0	520	3150	1	8	1	1	
0	3150	0	520	3500	1	8	1	1	
520	0	0	2402	549	1	11	2	2	
520	549	0	2402	1098	1	11	2	2	
520	1098	0	2402	1647	1	11	2	2	
520	1647	0	2402	2196	1	11	2	2	
520	2196	0	2402	2745	1	11	2	2	
520	2745	0	2402	3294	1	11	2	2	
520	3295	0	1040	3500	1	7	3	3	
1040	3295	0	1560	3500	1	7	4	4	
1560	3295	0	2080	3500	1	7	4	4	
2080	3295	0	2600	3500	1	7	4	4	
2600	3295	0	3120	3500	1	7	4	4	
2402	0	0	2951	1413	1	10	5	5	
2402	1413	0	2951	2826	1	10	5	5	
2951	0	0	3500	1413	1	10	5	5	
2951	1413	0	3500	2826	1	10	5	5	
2402	2828	0	3081	3295	1	66	6	6	
3081	2995	0	3498	3295	1	61	7	7	
3081	2830	0	3491	2995	1	2	8	8	
3120	3300	0	3498	3500	1	1	9	9	
